SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-08-E9-39,802.11g/n,-68,72,72.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:36:10,72,72,802.11d/e/i/r,No,1,58.0%,FR,,2
,B2-A3-BC-6C-08-53,802.11n/ac/ax,-90,16,16.0,"5,220",44,369,24,,,,WPA2-PSK + WPA3-Personal,CCMP,867 Mbps,80 MHz,34 - 50,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,,16,16,802.11d/h/i,No,,,FR,,
,E4-AA-5D-3E-CE-E9,802.11g/n,-83,31,31.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:32:55,31,31,802.11d/e/i/r,No,3,59.6%,FR,,4
,5C-5A-C7-0C-55-EB,802.11n/ac,-58,83,83.0,"5,200",40,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:47,83,83,802.11d/e/h/i/r,No,11,16.9%,FR,,5
,84-B2-61-08-E9-36,802.11n/ac,-60,82,82.0,"5,240",48,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,26/02/2025 10:30:08,82,82,802.11d/e/i/r,No,26,2.0%,FR,,2
,A6-3D-4F-30-F1-61,802.11g/n,-94,10,10.0,"2,437",6,206,17,,,,WPA2-PSK,CCMP,144 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,,10,10,802.11d/h/i,No,,,FR,,
,5C-5A-C7-0C-55-E4,802.11g/n,-59,83,83.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:38,83,83,802.11d/e/h/i/r,No,7,42.0%,FR,,5
,84-B2-61-15-03-49,802.11g/n,-83,31,31.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:32:19,31,31,802.11d/e/i/r,No,3,27.8%,FR,,3
AndroidAP9667,E6-56-AC-44-87-FD,802.11g/n/ac,-92,13,13.0,"2,437",6,228,19,,,,WPA2-PSK,CCMP,780 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,09/03/2025 21:52:08,13,13,802.11d/i/y,No,,,FR,,
eduroam,E4-AA-5D-3E-CE-E2,802.11g/n,-83,31,31.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:32:55,31,31,802.11d/e/i/r,No,3,59.6%,FR,,4
eduroam,5C-5A-C7-0C-55-E1,802.11g/n,-58,83,83.0,"2,462",11,195,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:12:38,83,83,802.11d/e/h/i/r,No,7,42.0%,FR,,5
eduroam,E4-AA-5D-3E-E7-51,802.11g/n,-80,38,38.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:46:30,14/03/2025 10:46:30,1,18/07/2023 09:43:00,38,38,802.11d/e/i/r,No,5,82.4%,FR,,1
