SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,5C-5A-C7-0C-55-EB,802.11n/ac,-58,83,83.0,"5,320",64,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:12:47,83,83,802.11d/e/h/i/r,No,17,2.0%,FR,,1
,84-B2-61-08-E9-39,802.11g/n,-78,43,43.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:36:10,43,43,802.11d/e/i/r,No,0,45.1%,FR,,2
,84-B2-61-15-03-49,802.11g/n,-91,14,14.0,"2,412",1,221,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:32:19,14,14,802.11d/e/i/r,No,1,26.3%,FR,,3
,84-B2-61-08-E9-36,802.11n/ac,-66,78,78.0,"5,240",48,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,26/02/2025 10:30:08,78,78,802.11d/e/i/r,No,9,0.4%,FR,,2
,5C-5A-C7-0C-55-E4,802.11g/n,-57,84,84.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:12:38,84,84,802.11d/e/h/i/r,No,8,36.9%,FR,,1
eduroam,84-B2-61-08-E9-3D,802.11n/ac,-66,78,78.0,"5,240",48,230,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,26/02/2025 10:30:08,78,78,802.11d/e/i/r,No,9,0.4%,FR,,2
eduroam,84-B2-61-15-03-42,802.11g/n,-78,43,43.0,"2,412",1,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:32:19,43,43,802.11d/e/i/r,No,1,31.8%,FR,,3
eduroam,84-B2-61-08-E9-32,802.11g/n,-80,38,38.0,"2,437",6,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:36:10,38,38,802.11d/e/i/r,No,0,43.1%,FR,,2
eduroam,5C-5A-C7-0C-55-EE,802.11n/ac,-57,84,84.0,"5,320",64,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:12:47,84,84,802.11d/e/h/i/r,No,17,2.7%,FR,,1
eduroam,5C-5A-C7-0C-55-E1,802.11g/n,-56,85,85.0,"2,462",11,195,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:12:38,85,85,802.11d/e/h/i/r,No,8,36.9%,FR,,1
OPPO A9 2020,9E-16-4B-28-28-A1,802.11g/n/ac,-89,18,18.0,"2,437",6,193,16,,,,WPA2-PSK,CCMP,390 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,02/02/2025 20:18:25,18,18,802.11i/y,No,,,,,
UTT,84-B2-61-15-03-41,802.11g/n,-78,43,43.0,"2,412",1,167,16,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:32:19,43,43,802.11d/e,No,1,31.8%,FR,,3
UTT,5C-5A-C7-0C-55-EF,802.11n/ac,-57,84,84.0,"5,320",64,228,17,"Cisco Systems, Inc",,,,None,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:12:47,84,84,802.11d/e/h,No,17,2.7%,FR,,1
UTT,84-B2-61-08-E9-3E,802.11n/ac,-68,72,72.0,"5,240",48,183,16,"Cisco Systems, Inc",,,,None,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,26/02/2025 10:30:08,72,72,802.11d/e,No,9,0.4%,FR,,2
UTT,5C-5A-C7-0C-55-E0,802.11g/n,-57,84,84.0,"2,462",11,154,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:12:38,84,84,802.11d/e/h,No,8,36.9%,FR,,1
UTT,84-B2-61-08-E9-31,802.11g/n,-79,40,40.0,"2,437",6,158,15,"Cisco Systems, Inc",,,,None,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,1,18/07/2023 09:36:10,40,40,802.11d/e,No,0,43.1%,FR,,2
UTTetudiants,84-B2-61-08-E9-37,802.11n/ac,-78,43,50.0,"2,437",6,230,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 12:09:08,14/03/2025 12:09:08,2,18/07/2023 09:36:10,43,57,802.11d/e/i/r,No,9,0.4%,FR,,2
