SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-15-36-3B,802.11n/ac,-84,29,29.0,"5,200",40,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 17:27:38,14/03/2025 17:27:38,1,18/07/2023 09:37:21,29,29,802.11d/e/i/r,No,6,0.8%,FR,,1
,5C-5A-C7-28-72-0B,802.11n/ac,-84,29,29.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 17:27:39,14/03/2025 17:27:39,1,18/07/2023 09:21:05,29,29,802.11d/e/h/i/r,No,18,11.0%,FR,,3
,5C-5A-C7-28-72-04,802.11g/n,-74,57,57.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 17:27:38,14/03/2025 17:27:38,1,18/07/2023 09:25:25,57,57,802.11d/e/h/i/r,No,5,38.8%,FR,,3
,5C-5A-C7-28-87-04,802.11g/n,-84,29,29.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:27:39,14/03/2025 17:27:39,1,18/07/2023 09:11:42,29,29,802.11d/e/h/i/r,No,11,54.9%,FR,,3
,5C-5A-C7-0C-55-E4,802.11g/n,-51,87,87.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 17:27:38,14/03/2025 17:27:38,1,18/07/2023 09:12:38,87,87,802.11d/e/h/i/r,No,5,26.7%,FR,,4
,84-B2-61-15-36-34,802.11g/n,-88,20,20.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:27:39,14/03/2025 17:27:39,1,18/07/2023 09:37:38,20,20,802.11d/e/i/r,No,0,68.2%,FR,,1
,84-B2-61-08-E9-36,802.11n/ac,-62,81,81.0,"5,240",48,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 17:27:39,14/03/2025 17:27:39,1,26/02/2025 10:30:08,81,81,802.11d/e/i/r,No,14,2.0%,FR,,5
,5C-5A-C7-28-87-0B,802.11n/ac,-82,33,33.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 17:27:38,14/03/2025 17:27:38,1,18/07/2023 09:11:51,33,33,802.11d/e/h/i/r,No,14,5.9%,FR,,3
,84-B2-61-15-03-49,802.11g/n,-85,26,26.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 17:27:39,14/03/2025 17:27:39,1,18/07/2023 09:32:19,26,26,802.11d/e/i/r,No,0,18.0%,FR,,2
,84-B2-61-08-E9-39,802.11g/n,-59,83,83.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 17:27:39,14/03/2025 17:27:39,1,18/07/2023 09:36:10,83,83,802.11d/e/i/r,No,0,53.3%,FR,,5
,5C-5A-C7-0C-55-EB,802.11n/ac,-44,91,91.0,"5,320",64,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 17:27:38,14/03/2025 17:27:38,1,18/07/2023 09:12:47,91,91,802.11d/e/h/i/r,No,1,2.0%,FR,,4
dlinkCapsec,14-D6-4D-33-03-02,802.11g/n,-93,11,11.0,"2,437",6,316,18,D-Link International,,,WPA-PSK + WPA2-PSK,TKIP+CCMP,130 Mbps,20 MHz,4 - 8,Infrastructure,Configured,14/03/2025 17:27:39,14/03/2025 17:27:39,1,14/03/2025 15:25:05,11,11,802.11i,No,,,,,
