SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,84-B2-61-15-36-3B,802.11n/ac,-80,38,38.0,"5,200",40,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:37:21,38,38,802.11d/e/i/r,No,7,1.6%,FR,,1
,5C-5A-C7-28-72-0B,802.11n/ac,-81,35,35.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:21:05,35,35,802.11d/e/h/i/r,No,18,8.6%,FR,,2
,5C-5A-C7-0C-55-EB,802.11n/ac,-61,82,82.0,"5,320",64,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:12:47,82,82,802.11d/e/h/i/r,No,2,4.7%,FR,,4
,7E-3B-E5-8D-4A-23,802.11n/ac/ax,-72,62,62.0,"5,220",44,362,23,,,,WPA2-PSK,CCMP,867 Mbps,80 MHz,34 - 50,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,,62,62,802.11d/h/i,No,,,FR,,
,E4-AA-5D-3E-CE-E9,802.11g/n,-87,22,22.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:32:55,22,22,802.11d/e/i/r,No,2,32.5%,FR,,3
,E4-AA-5D-3E-E7-5B,802.11n/ac,-83,31,31.0,"5,200",40,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,12/03/2025 08:12:21,31,31,802.11d/e/i/r,No,19,4.3%,FR,,5
,5C-5A-C7-28-87-0B,802.11n/ac,-85,26,26.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:11:51,26,26,802.11d/e/h/i/r,No,15,4.7%,FR,,2
,5C-5A-C7-36-31-49,802.11g/n,-89,18,18.0,"2,437",6,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:15:14,18,18,802.11d/e/h/i/r,No,16,9.8%,FR,,
,5C-5A-C7-28-72-44,802.11g/n,-88,20,20.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:14:10,20,20,802.11d/e/h/i/r,No,8,26.7%,FR,,2
,84-B2-61-08-E9-36,802.11n/ac,-41,93,93.0,"5,240",48,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,26/02/2025 10:30:08,93,93,802.11d/e/i/r,No,13,3.1%,FR,,6
,5C-5A-C7-28-87-04,802.11g/n,-83,31,31.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:11:42,31,31,802.11d/e/h/i/r,No,10,68.6%,FR,,2
,5C-5A-C7-28-72-04,802.11g/n,-83,31,31.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:25:25,31,31,802.11d/e/h/i/r,No,6,44.7%,FR,,2
,5C-5A-C7-0C-55-E4,802.11g/n,-67,75,75.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:12:38,75,75,802.11d/e/h/i/r,No,5,31.8%,FR,,4
,84-B2-61-15-36-34,802.11g/n,-89,18,18.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:37:38,18,18,802.11d/e/i/r,No,0,80.4%,FR,,1
,84-B2-61-08-E9-39,802.11g/n,-54,86,86.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:36:10,86,86,802.11d/e/i/r,No,0,74.1%,FR,,6
,E4-AA-5D-3E-E7-54,802.11g/n,-83,31,31.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:43:00,31,31,802.11d/e/i/r,No,0,50.6%,FR,,5
dlinkCapsec,14-D6-4D-33-03-02,802.11g/n,-95,8,8.0,"2,437",6,316,18,D-Link International,,,WPA-PSK + WPA2-PSK,TKIP+CCMP,130 Mbps,20 MHz,4 - 8,Infrastructure,Configured,14/03/2025 17:08:11,14/03/2025 17:08:11,1,14/03/2025 15:25:05,8,8,802.11i,No,,,,,
eduroam,5C-5A-C7-28-72-41,802.11g/n,-89,18,18.0,"2,462",11,201,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:14:10,18,18,802.11d/e/h/i/r,No,8,26.7%,FR,,2
eduroam,5C-5A-C7-28-87-0E,802.11n/ac,-84,29,29.0,"5,260",52,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:11:51,29,29,802.11d/e/h/i/r,No,15,4.7%,FR,,2
eduroam,E4-AA-5D-3E-CE-E2,802.11g/n,-86,24,24.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:32:55,24,24,802.11d/e/i/r,No,2,35.7%,FR,,3
eduroam,E4-AA-5D-3E-E7-5E,802.11n/ac,-82,33,33.0,"5,200",40,233,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,12/03/2025 08:12:21,33,33,802.11d/e/i/r,No,19,5.1%,FR,,5
eduroam,5C-5A-C7-28-87-01,802.11g/n,-79,40,40.0,"2,412",1,201,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:11:42,40,40,802.11d/e/h/i/r,No,10,73.7%,FR,,2
eduroam,84-B2-61-15-36-3E,802.11n/ac,-77,46,46.0,"5,200",40,224,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:37:21,46,46,802.11d/e/i/r,No,6,3.9%,FR,,1
eduroam,5C-5A-C7-28-72-0E,802.11n/ac,-83,31,31.0,"5,260",52,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:21:05,31,31,802.11d/e/h/i/r,No,18,9.8%,FR,,2
eduroam,84-B2-61-15-36-31,802.11g/n,-89,18,18.0,"2,412",1,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 17:08:11,14/03/2025 17:08:11,1,18/07/2023 09:37:38,18,18,802.11d/e/i/r,No,0,80.4%,FR,,1
