SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,AC-2A-A1-7E-E3-49,802.11g/n/ax,-84,29,29.0,"2,412",1,269,22,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,288 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,12/03/2025 18:32:30,29,29,802.11d/e/h/i/r,No,0,38.8%,FR,,10
,84-B2-61-08-E9-36,802.11n/ac,-76,50,50.0,"5,240",48,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,26/02/2025 10:30:08,50,50,802.11d/e/i/r,No,0,0.0%,FR,,2
,00-27-E3-27-B4-49,802.11g/n,-80,38,38.0,"2,462",11,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:39:49,38,38,802.11d/e/i/r,No,1,19.6%,FR,,3
,5C-5A-C7-28-72-04,802.11g/n,-78,43,43.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:25:25,43,43,802.11d/e/h/i/r,No,5,40.0%,FR,,12
,70-DB-98-EE-19-A4,802.11g/n,-90,16,16.0,"2,462",11,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 10:47:07,16,16,802.11d/e/i/r,No,3,42.4%,FR,,11
,5C-5A-C7-27-30-A9,802.11g/n,-84,29,29.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/03/2024 19:11:39,29,29,802.11d/e/h/i/r,No,7,35.7%,FR,,9
,84-B2-61-15-36-3B,802.11n/ac,-70,67,67.0,"5,200",40,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:37:21,67,67,802.11d/e/i/r,No,4,0.8%,FR,,4
,5C-5A-C7-0C-55-EB,802.11n/ac,-71,65,65.0,"5,320",64,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,58 - 66,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:12:47,65,65,802.11d/e/h/i/r,No,0,0.8%,FR,,6
,E4-AA-5D-3E-E7-54,802.11g/n,-88,20,20.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:43:01,20,20,802.11d/e/i/r,No,0,44.3%,FR,,7
,5C-5A-C7-27-33-24,802.11g/n,-80,38,38.0,"2,437",6,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:21:59,38,38,802.11d/e/h/i/r,No,3,22.0%,FR,,1
,5C-5A-C7-28-87-04,802.11g/n,-82,33,33.0,"2,412",1,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:11:42,33,33,802.11d/e/h/i/r,No,10,38.8%,FR,,12
,84-B2-61-1F-B6-B9,802.11g/n,-88,20,20.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/03/2024 19:14:05,20,20,802.11d/e/i/r,No,4,33.7%,FR,,8
,5C-5A-C7-28-72-0B,802.11n/ac,-70,67,67.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:21:05,67,67,802.11d/e/h/i/r,No,12,2.7%,FR,,12
,84-B2-61-08-E9-39,802.11g/n,-70,67,67.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:36:10,67,67,802.11d/e/i/r,No,0,44.3%,FR,,2
,5C-5A-C7-0C-55-E4,802.11g/n,-67,75,75.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:12:38,75,75,802.11d/e/h/i/r,No,5,26.7%,FR,,6
,84-B2-61-15-36-34,802.11g/n,-77,46,46.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:33:25,14/03/2025 18:33:25,1,18/07/2023 09:37:38,46,46,802.11d/e/i/r,No,0,48.6%,FR,,4
