SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,B2-A3-BC-6C-08-53,802.11n/ac/ax,-89,18,18.0,"5,220",44,369,24,,,,WPA2-PSK + WPA3-Personal,CCMP,867 Mbps,80 MHz,34 - 50,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,,18,18,802.11d/h/i,No,,,FR,,
,5C-5A-C7-0C-55-E4,802.11g/n,-75,53,53.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:12:38,53,53,802.11d/e/h/i/r,No,8,32.9%,FR,,5
,84-B2-61-08-E9-39,802.11g/n,-84,29,29.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:36:10,29,29,802.11d/e/i/r,No,0,62.0%,FR,,2
,84-B2-61-08-E9-36,802.11n/ac,-64,80,80.0,"5,240",48,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,26/02/2025 10:30:08,80,80,802.11d/e/i/r,No,25,2.7%,FR,,2
,5C-5A-C7-0C-55-EB,802.11n/ac,-60,82,82.0,"5,200",40,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:12:47,82,82,802.11d/e/h/i/r,No,9,29.8%,FR,,5
,E4-AA-5D-3E-CE-E9,802.11g/n,-89,18,18.0,"2,412",1,221,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:32:55,18,18,802.11d/e/i/r,No,2,32.2%,FR,,4
,A6-3D-4F-30-F1-61,802.11g/n,-93,11,11.0,"2,437",6,206,17,,,,WPA2-PSK,CCMP,144 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,,11,11,802.11d/h/i,No,,,FR,,
,E4-AA-5D-3E-E7-5B,802.11n/ac,-83,31,31.0,"5,200",40,246,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,12/03/2025 08:12:21,31,31,802.11d/e/i/r,No,100,31.0%,FR,,1
,E4-AA-5D-3E-E7-54,802.11g/n,-84,29,29.0,"2,412",1,221,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:43:00,29,29,802.11d/e/i/r,No,6,57.3%,FR,,1
,84-B2-61-15-03-49,802.11g/n,-85,26,26.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:32:19,26,26,802.11d/e/i/r,No,3,27.5%,FR,,3
11TPro,6A-91-D5-C7-35-97,802.11g/n/ac,-93,11,11.0,"2,417",2,182,15,,,,WPA2-PSK,CCMP,780 Mbps,20 MHz,1 - 4,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,08/03/2025 18:48:34,11,11,802.11d/i/y,No,,,FR,,
AndroidAP9667,E6-56-AC-44-87-FD,802.11g/n/ac,-95,8,8.0,"2,437",6,228,19,,,,WPA2-PSK,CCMP,780 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,09/03/2025 21:52:08,8,8,802.11d/i/y,No,,,FR,,
eduroam,5C-5A-C7-0C-55-E1,802.11g/n,-75,53,53.0,"2,462",11,201,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:12:38,53,53,802.11d/e/h/i/r,No,8,67.8%,FR,,5
eduroam,E4-AA-5D-3E-E7-51,802.11g/n,-82,33,33.0,"2,412",1,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:43:00,33,33,802.11d/e/i/r,No,6,52.9%,FR,,1
eduroam,E4-AA-5D-3E-CE-E2,802.11g/n,-89,18,18.0,"2,412",1,205,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:32:55,18,18,802.11d/e/i/r,No,2,32.2%,FR,,4
eduroam,84-B2-61-08-E9-32,802.11g/n,-86,24,24.0,"2,437",6,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:36:10,24,24,802.11d/e/i/r,No,0,60.8%,FR,,2
eduroam,84-B2-61-08-E9-3D,802.11n/ac,-77,46,46.0,"5,240",48,224,18,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,42 - 50,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,26/02/2025 10:30:08,46,46,802.11d/e/i/r,No,26,3.9%,FR,,2
eduroam,5C-5A-C7-0C-55-EE,802.11n/ac,-68,72,72.0,"5,200",40,269,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:12:47,72,72,802.11d/e/h/i/r,No,9,20.0%,FR,,5
eduroam,E4-AA-5D-3E-E7-5E,802.11n/ac,-84,29,29.0,"5,200",40,237,19,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,1300 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,12/03/2025 08:12:21,29,29,802.11d/e/i/r,No,100,22.4%,FR,,1
eduroam,84-B2-61-15-03-42,802.11g/n,-83,31,31.0,"2,412",1,199,17,"Cisco Systems, Inc",,,WPA2-EAP,CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 10:44:08,14/03/2025 10:44:08,1,18/07/2023 09:32:19,31,31,802.11d/e/i/r,No,3,27.5%,FR,,3
