SSID,MAC Address,PHY Type,RSSI,Signal Quality,Average Signal Quality,Frequency,Channel,Information Size,Elements Count,Company,Router Model,Router Name,Security,Cipher,Maximum Speed,Channel Width,Channels Range,BSS Type,WPS Support,First Detection,Last Detection,Detection Count,Start Time,Minimum Signal Quality,Maximum Signal Quality,802.11 Standards,Connected,Stations Count,Channel Utilization,Country Code,Description,MAC Group
,00-27-E3-07-A9-89,802.11g/n,-91,14,14.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,18/07/2023 11:22:49,14,14,802.11d/e/i/r,No,0,43.9%,FR,,1
,E4-AA-5D-FD-23-A4,802.11g/n,-88,20,20.0,"2,437",6,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,4 - 8,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,25/09/2024 08:56:51,20,20,802.11d/e/i/r,No,2,28.6%,FR,,2
,AC-2A-A1-7E-E3-49,802.11g/n/ax,-89,18,18.0,"2,412",1,269,22,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,288 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,12/03/2025 18:32:30,18,18,802.11d/e/h/i/r,No,0,35.7%,FR,,13
,5C-5A-C7-27-33-2B,802.11n/ac,-84,29,29.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,18/07/2023 09:21:55,29,29,802.11d/e/h/i/r,No,10,0.8%,FR,,7
,5C-5A-C7-28-72-0B,802.11n/ac,-68,72,72.0,"5,260",52,288,21,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,1300 Mbps,40 MHz,50 - 58,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,18/07/2023 09:21:05,72,72,802.11d/e/h/i/r,No,9,3.9%,FR,,3
,84-B2-61-15-36-34,802.11g/n,-76,50,50.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,18/07/2023 09:37:38,50,50,802.11d/e/i/r,No,0,52.2%,FR,,10
,E4-AA-5D-3E-E7-54,802.11g/n,-84,29,29.0,"2,412",1,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,1 - 3,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,18/07/2023 09:43:01,29,29,802.11d/e/i/r,No,1,38.0%,FR,,12
,00-27-E3-27-B4-49,802.11g/n,-81,35,35.0,"2,462",11,218,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,144 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,18/07/2023 09:39:49,35,35,802.11d/e/i/r,No,1,18.4%,FR,,6
,00-27-E3-27-B4-46,802.11n/ac,-85,26,26.0,"5,200",40,243,20,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,867 Mbps,40 MHz,34 - 42,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,13/06/2024 08:58:35,26,26,802.11d/e/i/r,No,0,2.0%,FR,,6
,5C-5A-C7-28-72-04,802.11g/n,-78,43,43.0,"2,462",11,214,19,"Cisco Systems, Inc",,,WPA-PSK + WPA2-PSK,TKIP+CCMP,216 Mbps,20 MHz,9 - 13,Infrastructure,No,14/03/2025 18:40:17,14/03/2025 18:40:17,1,18/07/2023 09:25:25,43,43,802.11d/e/h/i/r,No,5,36.9%,FR,,3
